relation	concept	shortname-activity	longname-activity
usedfor	strainer	make cocktail	make an amaretto apple pie cocktail
usedfor	strainer	make cocktail	make an american dream cocktail
usedfor	strainer	make cocktail	make an electric lemonade cocktail
usedfor	strainer	make cocktail	make an esperanza grande cocktail
usedfor	strainer	make cocktail	make the last word
usedfor	strainer	make cocktail	make the last word (cocktail)
usedfor	strainer	make coffee	make coffee without a coffee maker
usedfor	strainer	make concentrate	make rosy lemonade concentrate
usedfor	strainer	make cooler	make a hibiscus cooler
usedfor	strainer	make dish	make a quick dish of spaghetti and tomato sauce
usedfor	strainer	make dog food	make homemade dog food with crushed eggshells
usedfor	strainer	make drink	make a frozen leprechaun drink
usedfor	strainer	make food	make homemade baby food
usedfor	strainer	make glue	make glue out of milk
usedfor	strainer	make hair gel	make hair gel (for guys)
usedfor	strainer	make hot chocolate	make spicy hot chocolate
usedfor	strainer	make hummus	make garlic hummus
usedfor	strainer	make jar	make glow jars
usedfor	strainer	make juice	make raw unpasteurized juice
usedfor	strainer	make juice	make soursop juice
usedfor	strainer	make juice	make tart cherry juice
usedfor	strainer	make ketchup	make ketchup
usedfor	strainer	make liquid	make tamarind liquid
usedfor	strainer	make macaroni	make spicy macaroni with tomato sauce
usedfor	strainer	make macaroni	prepare spicy macaroni with tomato sauce
usedfor	strainer	make macaroni and cheese	make mac n%27 cheese
usedfor	strainer	make macaroni and cheese	make macaroni and cheese
usedfor	strainer	make margarita	make a blue margarita
usedfor	strainer	make margarita	make a pineapple cilantro lime margarita
usedfor	strainer	make martini	make a chocolate hazelnut espresso martini
usedfor	strainer	make martini	make a cinnamon latte espresso martini
usedfor	strainer	make martini	make a classic martini
usedfor	strainer	make martini	make a liqueur latte espresso martini
usedfor	strainer	make martini	make a triple threat espresso martini
usedfor	strainer	make martini	make a tuscan martini
usedfor	strainer	make martini	make a wet martini
usedfor	strainer	make martini	make an absinthe martini
usedfor	strainer	make martini	make an eggnog martini
usedfor	strainer	make milk	make milk from nuts
usedfor	strainer	make oil	make rosemary oil
usedfor	strainer	make organic fertilizer	make fermented plant juice (organic fertilizer)
usedfor	strainer	make pancake	make easy blueberry pancakes
usedfor	strainer	make perfume	make natural perfume from mint leaves
usedfor	strainer	make perfume	make natural purfume
usedfor	strainer	make plastic	make %22plastic%22 out of milk
usedfor	strainer	make popsicle	make vegan almond milk popsicles
usedfor	strainer	make porridge	make okayu (rice porridge)
usedfor	strainer	make potato salad	make country potato salad
usedfor	strainer	make punch	make spiced island punch
usedfor	strainer	make puree	make butternut squash puree
usedfor	strainer	make puree	make green bean puree
usedfor	strainer	make recipe	make nonalcoholic drinks %28recipes%29
usedfor	strainer	make recipe	make nonalcoholic drinks (recipes)
usedfor	strainer	make rinse	make natural highlighting hair rinses
usedfor	strainer	make rinse	make parsley lemon rinse for hair
usedfor	strainer	make salad	make chickpea and feta salad
usedfor	strainer	make salad	make sesame spinach salad
usedfor	strainer	make sauce	make beef and oyster sauce
usedfor	strainer	make sauce	make pizza sauce
usedfor	strainer	make shot	make a mistletoe jello shot
usedfor	strainer	make shrimp	make salt and pepper shrimp
usedfor	strainer	make soap	make lye soap from biodiesel by products
usedfor	strainer	make soda	make lavender and lemon soda
usedfor	strainer	make spray	make nettle spray for aphids
usedfor	strainer	make straight	make an apple daiquiri straight up cocktail
usedfor	strainer	make tart	make a cauliflower and broccoli tart
usedfor	strainer	make tea	make milk tea
usedfor	strainer	make tea	make peppermint tea
usedfor	strainer	make tofu	make tofu
usedfor	strainer	make vinegar	make horseradish vinegar
usedfor	strainer	make vinegar	make mint vinegar
usedfor	strainer	make vodka	make espresso vodka
usedfor	strainer	make water	make healthy infused water
usedfor	strainer	make wine	make peach wine
usedfor	strainer	make wine	make rice wine
usedfor	strainer	make wine	make strawberry wine
usedfor	strainer	make wonton	make crispy cream cheese wontons
usedfor	strainer	make wonton	make crispy wontons
usedfor	strainer	make yogurt	make almond milk yogurt
usedfor	strainer	micro-cook pasta	microwave pasta
usedfor	strainer	prepare pasta	prepare angel hair pasta
usedfor	strainer	preserve lemon juice	preserve lemon juice
usedfor	strainer	rid of pest	get rid of animal pests with hot pepper spray
usedfor	strainer	rinse for hair	make parsley lemon rinse for hair
usedfor	strainer	roast carrot	roast carrots
usedfor	strainer	roast potato	roast red potatoes
usedfor	strainer	sprout sunflower seed	sprout sunflower seeds
usedfor	strainer	sweat vegetable	sweat aromatic vegetables
usedfor	strainer	use tea leaf	use tea leaves as a window cleaner
usedfor	strainer	use vanilla bean	use a vanilla bean
usedfor	strawberry	clean tooth	clean your teeth naturally
usedfor	strawberry	make cocktail	make a backhand panther cocktail
usedfor	strawberry	make frozen yogurt	3 easy steps to prepare low fat frozen yogurt
usedfor	strawberry	make frozen yogurt	make a low fat frozen yogurt
usedfor	strawberry	make smoothie	make a delicious strawberry drink
usedfor	strawberry	make smoothie	make a strawberry and orange juice smoothie
usedfor	sunglasses	act like brook	act like zoey brooks
usedfor	sunglasses	act like brook	be like zoey brooks
usedfor	sunglasses	act like girl	act like a popular rich girl
usedfor	sunglasses	act like vampire	act like a modern%2fcommon vampire
usedfor	sunglasses	build wardrobe	build a wardrobe for a warm climate vacation
usedfor	sunglasses	create disguise	create a disguise
usedfor	sunglasses	dress up for job	dress for a project management job
usedfor	sunglasses	dress up for spring	dress for spring
usedfor	sunglasses	dress up for weather	dress for warm weather
usedfor	sunglasses	dress up hedgehog	dress like a humanized scourge the hedgehog
usedfor	sunglasses	dress up style	dress florida style
usedfor	sunglasses	dress up summer camp	dress at summer camp
usedfor	sunglasses	enjoy sand	enjoy white sands national monument (us)
usedfor	sunglasses	enjoy show	attend and enjoy an air show
usedfor	sunglasses	enjoy summer	enjoy summer in your own back yard
usedfor	sunglasses	enjoy summer	enjoy summer in your own backyard
usedfor	sunglasses	enjoy trip	enjoy a houseboating trip
usedfor	sunglasses	exert morning	exercise in the morning
usedfor	sunglasses	find guide	find a fishing charter guide in florida
usedfor	sunglasses	find guide	find a perfect florida fishing charter guide
usedfor	sunglasses	fit in rock concert	fit in at a rock concert
usedfor	sunglasses	look cool	look cool when going to school
usedfor	sunglasses	look great	look great at the pool
usedfor	sunglasses	look like duff	look like hilary duff
usedfor	sunglasses	look like girl	be and look like a surfer babe
usedfor	sunglasses	look like girl	look like a surfer girl
usedfor	sunglasses	make club	make a spy club in your house
usedfor	sunglasses	observe couple	observe a couple without being noticed
usedfor	sunglasses	organize purse	organize your purse
usedfor	sunglasses	pack for camp	pack for a week long camp
usedfor	sunglasses	pack for summer camp	pack for a summer camp
usedfor	sunglasses	pack for summer camp	pack for summer camp
usedfor	sunglasses	pack for trip	pack for a camping trip
usedfor	sunglasses	pack for trip	pack for a trip to vancouver
usedfor	sunglasses	pack for vacation	pack for a beach vacation as a young traveler
usedfor	sunglasses	pack purse	pack your purse for school (teenage girls)
usedfor	sunglasses	personalize experience	personalize your beach experience
usedfor	sunglasses	pick up litter	pick up litter
usedfor	sunglasses	plan visit	plan a visit to the mission beach, san diego
usedfor	sunglasses	play detective	role play a detective
usedfor	sunglasses	prepare for trip	prepare for a backpacking trip into the wilderness
usedfor	sunglasses	pull back	pull back short hair
usedfor	sunglasses	reduce exposure	reduce your exposure to pollen
usedfor	sunglasses	stay in darkness	stay in darkness
usedfor	sunglasses	stay safe	keep safe in the sun %28 slip%2c slop%2c slap%29
usedfor	sunglasses	stay safe	stay safe in the sun
usedfor	sunglasses	survive apocalypse	survive an apocalypse
usedfor	sunglasses	survive apocalypse	survive and prepare for a zombie apocalypse
usedfor	sunglasses	survive beach	survive the beach
usedfor	sunglasses	treat wrinkle	treat wrinkles at home
usedfor	sunglasses	use sunblock	use sunblock
usedfor	sunglasses	wear dress	wear white dresses
usedfor	swimming cap	pack for swim	pack for swim practice (for girls)
usedfor	syringe	administer fluid	administer subcutaneous fluids to a dog
usedfor	syringe	administer insulin	administer insulin to a cat
usedfor	syringe	administer shot	administer a flu shot
usedfor	syringe	beat mantis	beat screaming mantis in metal gear solid 4
usedfor	syringe	fix soccer ball	bring a soccer ball back to life
usedfor	syringe	fix soccer ball	fix a punctured soccer ball with flour paste
usedfor	syringe	hack watermelon	hack a watermelon
usedfor	syringe	insert catheter	insert a catheter
usedfor	syringe	make flower	make a paper napkin flower with a plastic straw
usedfor	syringe	vaccinate puppy	vaccinate a puppy with a dhlpp vaccine
usedfor	syringe	vaccinate sheep	vaccinate a sheep
usedfor	table	cut down paneling	cut paneling
usedfor	table	drink grape juice	drink grape juice
usedfor	table	fold up money	fold money for a money tree
usedfor	table	harden seedling	harden off seedlings
usedfor	table	make carnation	make a carnation lei
usedfor	table	make coffee	make coffee using a percolating coffee pot over a campfire
usedfor	table	make headboard	make a faux leather headboard
usedfor	table	make igloo	make a club penguins got talent igloo on club penguin
usedfor	table	make money	make money with shells (for kids)
usedfor	table	make money	make money with shells(for kids)
usedfor	table	make neighborhood	make a toy neighborhood
usedfor	table	make salad bar	make a salad bar
usedfor	table	make scarf	make a no sew fleece scarf
usedfor	table	make snot	make fake snot
usedfor	table	make yard sale	make a canteen yard sale
usedfor	table	master multiplication	master multiplication without learning the tables
usedfor	table	master multiplication	master multiplication without learning the tables
usedfor	table	organize sale	organize a girl scout cookie booth sale
usedfor	table	play bingo	play card bingo
usedfor	table	play pinochle	play pinochle
usedfor	table	play quarter	play quarters
usedfor	table	sell lot	sell lots of lemonade at a lemonade stand
usedfor	table	serve food	set table before serving food to the guests
usedfor	table	set up bar	set up a bar for a cocktail party
usedfor	table	set up studio	set up a table top photography studio
usedfor	table	stain wood	stain wood
usedfor	table	throw party	throw a mojito party
usedfor	table	turn construction paper	turn construction paper into colored normal paper
usedfor	taillight	turn cover	replace a broken taillight or turn signal cover
usedfor	tangerine	create flush	create a citrus water fat flush
usedfor	tank	acclimate fish	acclimate a fish
usedfor	tank	care for mouse	care for baby mice
usedfor	tank	care for seahorse	care for a seahorse
usedfor	tank	clean enclosure	clean a small pet%27s enclosure
usedfor	tank	keep turtle	keep a pet turtle from the park
usedfor	tank	organize bowl	organize your fish tank or bowl
usedfor	tank	take care	take care of a pacman frog
usedfor	tank	take care	take care of an aquatic frog
usedfor	tank	take care	take care of your pet green anole
usedfor	tank	use aquarium	use an aquarium as a mouse cage
usedfor	tea bag	make cup	make a good cup of tea
usedfor	tea bag	make cup	make a lovely cup of tea
usedfor	tea bag	make cup	make an amazing cup of tea
usedfor	tea bag	make tea	make a pakastani tea
usedfor	tea bag	make tea	make pakistani tea
usedfor	tea bag	mix whiskey	mix a simple hot tea and whiskey
usedfor	tea towel	make pancake	make chinese pancakes
usedfor	tea towel	remove skin	remove hazelnut skins
usedfor	tea towel	stockpile tomato	store tomatoes (long term)
usedfor	tea towel	stockpile tomato	store tomatoes long term
usedfor	teapot	brew green tea	brew green tea
usedfor	teapot	eliminate method	eliminate grey hair (sage or rosemary method)
usedfor	teapot	make green tea	make chinese green tea
usedfor	teapot	make herbal tea	make herbal tea
usedfor	teapot	make iced tea	make herb iced tea
usedfor	teapot	make iced tea	make thai iced tea
usedfor	teapot	make tea	make a yule tea
usedfor	teapot	make tea	make silver needle white tea
usedfor	teapot	make tea	make tea in a pot
usedfor	teapot	make tea	use loose tea to make tea
usedfor	teapot	make tea cozy	make tea cozies
usedfor	teapot	serve tea	serve low tea
usedfor	teapot	serve tea	serve ostfriesian tea
usedfor	teapot	use tea	use loose tea to make tea
usedfor	tennis ball	choose dog	choose an apartment dog
usedfor	tennis ball	make bomb	make a match head tennis ball bomb
usedfor	tennis ball	make club	make green juggling clubs
usedfor	tennis ball	make ingredient	make a harmless smoke bomb using household ingredients
usedfor	tennis ball	make mortar	make a tennis ball mortar
usedfor	tennis ball	make smoke bomb	make a harmless smoke bomb using household ingredients
usedfor	tennis ball	play ball	play wall ball with a tennis ball
usedfor	tennis ball	play bat	play wall bat
usedfor	tennis racket	play tennis	play extreme tennis
usedfor	tennis racquet	hit overhead	hit a backhand overhead
usedfor	tennis racquet	play tennis	play tennis
usedfor	tennis racquet	serve tennis ball	serve a tennis ball
